,Food label,Subs A,Food Nutri-Value,Subs A Nutri-Value,Subs B,Subs B Nutri-Value
427,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN & FAT,0"" FAT,SEL,RAW","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,CKD,GRILLED",3,0,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",0
428,"BEEF,LOIN,TOP SRLN CAP STK,BLS,LN & FAT,1/8"" FAT,CHC,CKD,GLD","BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN & FAT,1/8"" FAT,AL GDS,RW",3,1,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",-1
429,"BEEF,TOP LOIN FILET,BNLS,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLD","BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",2,0,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW",-3
430,"BEEF,TOP LOIN PET RST,BNLS,LN & FAT,1/8"" FAT,AL GDS,CKD,RSTD","BEEF,RND,BTTM RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",2,-1,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",-1
431,"BEEF,AUSTRALIAN,GRASS-FED,GROUND,85% LN / 15% FAT,RAW","BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW",4,3,"BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",-1
432,"BEEF,AUSTRALIAN,WAGYU,EXTERNAL FAT,MRBL SCR 4/5,RAW","BEEF,RIB EYE STEAK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,GRD",13,8,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,CHOIC,RAW",-3
433,"BEEF,ASTRLN,WGYU,LOIN,TOP LN STK/RST,BNLS,LN, MRBL SCR 9,RAW","BEEF,LOIN,TOPLOINSTK,BNLS,LIP OFF,LN FAT,0"" FT,SEL,CKD,GRLD",9,0,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",-3
434,"BEEF,LN,TP LN STK,BNLESS,LIPON,LN & FAT,1/8"" FAT,ALL GRDS,RW","BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",2,-2,"BEEF,ASTRLN,GRSFD,RND,TOP RND CAP-OFF STEAK/RST,BNLSS,LN,RAW",-3
435,"BEEF,NZ,IMP,INTERMUSCULAR FAT,CKD","BEEF,RND,EYE OF RND RST,BNLESS,L & F,0"" FAT,A GRDS,CKD,RSTD",12,-2,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,RAW",-3
436,"BEEF,NZ,IMP,STRIPLOIN,LN,CKD,FAST FRIED","BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,RAW",0,-2,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,SEL,RAW",-3
437,"BEEF,NZ,IMP,CHUCK EYE ROLL,LN & FAT,CKD,BRSD","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",3,-2,"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",-3
438,"BEEF,NZ,IMP,FLANK,LN & FAT,CKD,BRSD","BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW",0,-1,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FT,0"" FAT,ALL GRDS,RAW",-3
439,"BEEF,NZ,IMP,OYSTER BLADE,LN & FAT,CKD,BRSD","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",0,-1,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW",-2
440,"USDA COMMODITY,BF PATTIES W/VPP,FRZ,CKD","BF,CHK,CLD,SHDR TNDR,MED,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",3,-1,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",-1
441,"USDA COMMODITY,BF,PATTIES (100%),FRZ,CKD","BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD",4,1,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,RAW",-3
442,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,CHOIC,CKD,BRLD","BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,RAW",1,-3,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",-3
443,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD","BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",1,-1,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",-3
444,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,SEL,CKD,RSTD","BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",0,-2,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",-3
445,"BEEF,PLATE,OUTSIDE SKIRT,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,LN,TP LN STEAK,BNLESS,LIP-ON,LN & FAT,1/8"" FAT,SEL,RAW",6,2,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",-2
446,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD","BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW",5,0,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FT,0"" FAT,ALL GRDS,RAW",-3
447,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,CKD,RSTD","BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",-1,-3,"BEEF,NZ,IMP,KIDNEY,RAW",-3
448,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW","BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",6,0,"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD",-1
449,"PACE,SALSA VERDE","SOUP,CRM OF ASPARAGUS,CND,COND",8,6,"PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS",2
450,"GIRL SCOUTS,CHALET COOKIES","WAFFLES,CHOC CHIP,FRZ,RTH",17,9,"BREAD STUFFING,BREAD,DRY MIX",7
451,"GIRL SCOUTS,TAGALONGS COOKIES","AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE,RED FAT",18,9,"BREAD,WHEAT",0
452,"KEEBLER,CHIPS DELUXE,MINI CHOC CHIP COOKIES","CROISSANTS,CHEESE",20,14,"KELLOGG'S,EGGO,NUTRI-GRAIN FRZ FRUIT PIZZA,STRAWBERRY GRANOL",4
453,"KEEBLER,CHIPS DELUXE,OATMEAL CHOC CHIP COOKIES","TOASTER PASTRIES,FRUIT",18,12,"BREAD,EGG",1
454,"KEEBLER,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES,BITE SIZE","AUSTIN,PB & J CRACKERS,SANDWICH-TYPE",22,13,"KEEBLER,TOWN HOUSE,RED FAT CRACKERS",10
455,"KEEBLER,FUDGE SHOPPE,MINT CREME MIDDLES,CHOC GRAHAM COOKIES","PIE,VANILLA CRM,PREP FROM RECIPE",22,9,"BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",1
456,"KEEBLER,FUDGE SHOPPE,COCNT DREAMS COOKIES","PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,VANILLA WAFER,CHILLED",20,17,"BREAD,RED-CAL,WHEAT",-5
457,"KEEBLER,FUDGE SHOPPE,DELUXE GRAHAMS COOKIES","JACKSON'S,OLD FASHIONED LEMON JUMBLE COOKIES",22,16,"KELLOGG'S,SPL K,CRACKER CHIPS,SOUR CRM & ONION",5
458,"KEEBLER,FUDGE SHOPPE,TRIPLE FUDGE FILLED COOKIES","COOKIES,LADYFINGERS,WO/LEMON JUC&RIND",22,2,"BREAD,PROT,TSTD (INCL GLUTEN)",-1
459,"KEEBLER,FUDGE SHOPPE,FUDGE-DIPPED ICE CRM CUPS","COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)",17,16,"KEEBLER,WHEATABLES,NUT CRISP CRACKERS,RSTD ALMOND",9
460,"KEEBLER,FUDGE SHOPPE,FUDGE GRAHAMS,1/2 DIPPED,RED FAT","PIE,CHERRY,COMMLY PREP",18,9,"USDA CMDTY,BAKERY,FLR MIX LOW-FAT",6
461,"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,VANILLA","COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY",25,9,"DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)",5
462,"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,PNUT BUTTER","CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING",19,13,"PANCAKES,PLN,DRY MIX,COMPLETE,PREP",4
463,"KEEBLER,GINGERBREAD MEN COOKIES,HOLIDAY","CAKE,WHITE,DRY MIX,SPL DIETARY (INCL LEMON-FLAVORED)",14,6,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,BTTRMLK",4
464,"KEEBLER,READY CRUST,CHOC PIE CRUST","CREAM PUFF SHELL,PREP FROM RECIPE",17,10,"PIE,PEACH",7
465,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,FUDGE COVERED PRETZ","ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",20,19,"CROISSANTS,CHEESE",14
466,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,MINI FUDGE STRIPES","CAKE,BOSTON CRM PIE,COMMLY PREP",23,13,"KELLOGG'S,EGGO,FIBERPLUS WAFFLES,BTTRMLK",4
467,"KEEBLER,100 CAL RIGHT BITES,SANDIES SHORTBREAD COOKIES","KELLOGG'S,EGGO,PANCAKES,BLUEBERRY",16,7,"CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)",1
468,"KEEBLER,SANDIES,CASHEW SHORTBREAD COOKIES","BISCUITS,MXD GRAIN,REFR DOUGH",20,8,"ROLLS,HARD (INCL KAISER)",2
469,"KEEBLER,SOFT BATCH,CHOC CHIP COOKIES","MURRAY,SUGAR FREE,FUDGE DIPPED MINT COOKIES",21,13,"CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)",1
470,"KEEBLER,TOWN HOUSE,BISTRO MULTIGRAIN CRACKERS","CREAM PUFF SHELL,PREP FROM RECIPE",11,10,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY,LOWFAT",7
471,"KELLOGG'S,POP-TARTS,FRSTD CINN ROLL TOASTER PASTRIES","BEAR NAKED,DOUBLE CHOC COOKIES",14,9,"COOKIES,VANILLA WAFERS,HIGHER FAT",8
472,"KELLOGG'S,POP-TARTS,FRSTD SUGAR COOKIE TOASTER PASTRIES","MURRAY,HONEY GRAHAM",14,12,"LEAVENING AGENTS,BAKING SODA",10
473,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD CHOC BKD BITES","KEEBLER,ICED OATMEAL COOKIES",15,12,"KASHI,TLC,PITA CRISPS,SEA SALT",1
474,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD STRAWBERRY BKD BITES","CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)",18,9,"CHEESECAKE PREP FROM MIX,NO-BAKE TYPE",9
475,"MOTHER'S,4TH OF JULY CIRCUS ANIMAL COOKIES","MURRAY,OLD FASHIONED ICED OATMEAL COOKIES",25,19,"MUFFINS,BLUEBERRY,TOASTER-TYPE",6
476,"MOTHER'S,CIRCUS ANIMAL COOKIES","DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED",25,15,"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,ENR",7
477,"MURRAY,CHOCOLATEY CHIP THINS COOKIES","CAKE,POUND,COMMLY PREP,FAT-FREE",14,9,"PANCAKES,PLN,DRY MIX,COMPLETE,PREP",4
478,"MURRAY,LEMON CREME SNDWCH COOKIES","ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",19,16,"BREAD,IRISH SODA,PREP FROM RECIPE",2
479,"MURRAY,OLD FASHIONED ICED OATMEAL COOKIES","AUSTIN,CHOCOLATEY PNUT BUTTER CRACKERS,SANDWICH-TYPE",19,12,"TORTILLAS,RTB OR -FRY,CORN",-6
480,"MURRAY,SOUTHERN KITCHEN,ICED OATMEAL COOKIES","COOKIES,PNUT BUTTER,PREP FROM RECIPE",12,9,"ROLLS,DINNER,EGG",2
481,"MURRAY,SUGAR FREE,PNUT BUTTER COOKIES","CRACKERS,WHEAT,LOW SALT",9,5,"BREAD,RICE BRAN,TOASTED",-3
482,"SUNSHINE,CHEEZ-IT,CHEDDAR JACK CRACKERS","COOKIES,LADYFINGERS,WO/LEMON JUC&RIND",12,2,"BREAD,PROT,TSTD (INCL GLUTEN)",-1
483,"SUNSHINE,GRIPZ,CHEEZ-IT MIXX & CHEESY PIZZA CRACKERS","MUFFINS,BLUEBERRY,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",15,5,"CRACKERS,WHOLE-WHEAT,RED FAT",4
484,"SUNSHINE,CHEEZ-IT,ITALIAN FOUR CHS CRACKERS","MURRAY,SUGAR FREE,LEMON CREME SNDWCH COOKIES",13,8,"PANCAKES,PLN,DRY MIX,INCOMPLETE (INCL BTTRMLK)",4
485,"SUNSHINE,CHEEZ-IT,PEPPER JACK CRACKERS","BREAD,WHEAT",13,0,"BREAD,PUMPERNICKEL,TSTD",0
486,"SUNSHINE,CHEEZ-IT,SNACK MIX,WHITE CHEDDAR","WAFFLE,PLN,FRZ,RTH,MICROWAVE",11,6,"BREAD,WHITE,COMMLY PREP,TSTD",3
487,"AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE","PANCAKES,PLN,DRY MIX,COMPLETE,PREP",11,4,"BREAD,EGG,TOASTED",1
488,"FAMOUS AMOS,CHOC SNDWCH CREME COOKIES","MURRAY,SUGAR FREE,FUDGE DIPPED WAFERS",20,9,"KASHI,H2H WOVEN WHEAT CRACKER,ORIGINAL",-2
489,"FAMOUS AMOS,VANILLA SNDWCH CREME COOKIES","TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",18,13,"CAKE,SPONGE,PREP FROM RECIPE",2
490,"KEEBLER,READY CRUST,GRAHAM PIE CRUST (10""),RED FAT","DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)",14,12,"KASHI,H2H WOVEN WHEAT CRACKER,RSTD GARLIC",-2
491,"MOTHER'S,VANILLA SNDWCH COOKIES","PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE",18,14,"BREAD,RAISIN,TSTD,ENR",0
492,"COOKIE,VANILLA W/ CARAMEL,COCNT,& CHOC COATING","SUNSHINE,GRIPZ,CHEEZ-IT MIXX & CHEESY PIZZA CRACKERS",19,15,"CRACKERS,RYE,WAFERS,SEASONED",4
493,"COOKIE,BUTTER OR SUGAR,W/ CHOC ICING OR FILLING","KEEBLER,TOWN HOUSE,RED FAT CRACKERS",23,10,"BREAD,WHITE,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",1
494,"COOKIE,CHOC,W/ ICING OR COATING","COFFEECAKE,CHEESE",23,7,"BREAD,PROT (INCL GLUTEN)",-1
495,"COOKIES,CHOC SNDWCH,W/ CREME FILLING,RED FAT","MURRAY,COOKIE JAR CLASSICS,COCNT BARS COOKIES",17,14,"PIE,BANANA CRM,PREP FROM RECIPE",8
496,"COOKIES,PNUT BUTTER,COMMLY PREP,SUGAR FREE","KASHI,TLC,OATMEAL DK CHOC COOKIES",10,8,"CRACKERS,STD SNACK-TYPE,REG,LO SALT",6
497,"CAMPBELL'S,ORGANIC TOMATO JUC","POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT",3,0,"KALE,SCOTCH,CKD,BLD,DRND,WO/SALT",-2
498,"V8 VEG JUC,ESSENTIAL ANTIOXIDANTS V8","TOMATO PRODUCTS,CND,PUREE,W/SALT",2,1,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT",-4
499,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM LIPIL,INFANT,PDR","INF FORMULA,ABBOTT NUTR,SIMILAC,ADVANC,W/ IRON,PDR,NOT RECON",22,21,"BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",1
500,"INF FORMULA, GERBER, GOOD START 2 SOY, W/ IRON,PDR","BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",23,3,"BABYFOOD,MEAT,CHICK,JR",-2
501,"INF FORMULA,MEAD JOHNSON,ENFAMI,PREMATURE,20 CAL RTF LO IRON","BABYFOOD,VEG,MIX VEG STR",1,-1,"BABYFOOD,VEG,SPINACH,CRMD,STR",-2
502,"OIL,WHALE,BOWHEAD (ALASKA NATIVE)","TENNIS BREAD,PLN (APACHE)",10,4,"FISH,LINGCOD,MEAT,RAW (ALASKA NATIVE)",-5
503,ORANGE JUICE DRINK,"V8 SPLASH SMOOTHIES,PEACH MANGO",2,1,"BEVERAGES,MONSTER ENERGY DRK,LO CARB",0
504,"BEANS,CHILI,BARBECUE,RANCH STYLE,CKD",VITASOY USA  ORGANIC NASOYA SILKEN TOFU,3,-2,"MUNG BNS,MATURE SEEDS,CKD,BLD,W/SALT",-6
505,"ICE CRM BAR,CHOC OR CARAMEL COVERED,W/NUTS",JAMS AND PRESERVES,19,12,"PUDDINGS,VANILLA,RTE",6
506,"CELERY FLAKES,DRIED","BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",10,-2,"MALABAR SPINACH,COOKED",-3
507,"COCKTAIL MIX,NON-ALCOHOLIC,CONCD,FRZ","WHISKEY SOUR MIX,BTLD",8,6,"BEVERAGES,ZEVIA,COLA",0
